"filename", "language", "JSON", "Log", "C#", "HLSL", "ShaderLab", "XML", "comment", "blank", "total"
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\EnteringSc\EntPanelController.cs", "C#", 0, 0, 63, 0, 0, 0, 4, 10, 77
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\EnteringSc\Lobby\L_PlayerPanel.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 8
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\EnteringSc\PanelAnimController.cs", "C#", 0, 0, -63, 0, 0, 0, -4, -9, -76
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\EnteringSc\Room\RoomPanel.cs", "C#", 0, 0, 15, 0, 0, 0, 6, 7, 28
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\EnteringSc\SignUpPanel.cs", "C#", 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\CamController.cs", "C#", 0, 0, 26, 0, 0, 0, 1, 11, 38
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\GamePanelController.cs", "C#", 0, 0, 12, 0, 0, 0, 2, 5, 19
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\GameSceneUpdater.cs", "C#", 0, 0, 20, 0, 0, 0, 6, 7, 33
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\ButtonInteraction\ButtonScaler.cs", "C#", 0, 0, 16, 0, 0, 0, 2, 5, 23
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\Canvas\PlayerCanvas.cs", "C#", 0, 0, 232, 0, 0, 0, 48, 54, 334
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\Canvas\ScreenCanvas\BettingPanel.cs", "C#", 0, 0, 31, 0, 0, 0, 3, 12, 46
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\Canvas\ScreenCanvas\PieButton.cs", "C#", 0, 0, 86, 0, 0, 0, 12, 24, 122
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\Canvas\ScreenCanvas\ScreenCanvas.cs", "C#", 0, 0, 285, 0, 0, 0, 37, 51, 373
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\Canvas\ScreenCanvas\ShowDownBtn.cs", "C#", 0, 0, 30, 0, 0, 0, 4, 12, 46
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\Canvas\ScreenCanvas\ShowDownPanel.cs", "C#", 0, 0, 18, 0, 0, 0, 3, 5, 26
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\Canvas\ScreenCanvas\UpperButtons.cs", "C#", 0, 0, 34, 0, 0, 0, 0, 8, 42
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\Canvas\ScreenCanvas\WinnerPanel.cs", "C#", 0, 0, 21, 0, 0, 0, 1, 8, 30
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\GameMenu.cs", "C#", 0, 0, 29, 0, 0, 0, 1, 6, 36
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\GuiCamFacing.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 4, 17
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\Sprite\CardSprite.cs", "C#", 0, 0, 37, 0, 0, 0, 0, 7, 44
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameSc\UI\Sprite\IconSprite.cs", "C#", 0, 0, 47, 0, 0, 0, 0, 7, 54
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GameTable.cs", "C#", 0, 0, 77, 0, 0, 0, 3, 13, 93
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\GeneralManager\GameManager.cs", "C#", 0, 0, 17, 0, 0, 0, 5, 7, 29
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\ListShuffler.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 5, 23
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\Player.cs", "C#", 0, 0, 15, 0, 0, 0, 1, 2, 18
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\RadialFill.cs", "C#", 0, 0, 49, 0, 0, 0, 1, 12, 62
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\Room.cs", "C#", 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\ScriptTester.cs", "C#", 0, 0, 17, 0, 0, 0, 0, 4, 21
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\WebSocketScript\GameMessage.cs", "C#", 0, 0, 25, 0, 0, 0, 0, 8, 33
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\WebSocketScript\GameMsgHandler.cs", "C#", 0, 0, 62, 0, 0, 0, 2, 15, 79
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\WebSocketScript\MainMessage.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 2, 9
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\WebSocketScript\MainMsgHandler.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 3, 16
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\WebSocketScript\RoomMessage.cs", "C#", 0, 0, 7, 0, 0, 0, 2, 1, 10
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\Scripts\WebSocketScript\RoomMsgHandler.cs", "C#", 0, 0, 5, 0, 0, 0, 1, 1, 7
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_Bitmap-Custom-Atlas.shader", "ShaderLab", 0, 0, 0, 0, 109, 0, 2, 33, 144
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_Bitmap-Mobile.shader", "ShaderLab", 0, 0, 0, 0, 112, 0, 3, 31, 146
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_Bitmap.shader", "ShaderLab", 0, 0, 0, 0, 109, 0, 2, 33, 144
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_SDF Overlay.shader", "ShaderLab", 0, 0, 0, 0, 243, 0, 4, 71, 318
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_SDF SSD.shader", "ShaderLab", 0, 0, 0, 0, 241, 0, 4, 66, 311
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile Masking.shader", "ShaderLab", 0, 0, 0, 0, 188, 0, 10, 50, 248
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile Overlay.shader", "ShaderLab", 0, 0, 0, 0, 183, 0, 8, 50, 241
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile SSD.shader", "ShaderLab", 0, 0, 0, 0, 82, 0, 4, 21, 107
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile.shader", "ShaderLab", 0, 0, 0, 0, 183, 0, 8, 50, 241
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_SDF-Surface-Mobile.shader", "ShaderLab", 0, 0, 0, 0, 103, 0, 8, 28, 139
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_SDF-Surface.shader", "ShaderLab", 0, 0, 0, 0, 122, 0, 4, 33, 159
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_SDF.shader", "ShaderLab", 0, 0, 0, 0, 243, 0, 4, 71, 318
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMP_Sprite.shader", "ShaderLab", 0, 0, 0, 0, 93, 0, 0, 22, 115
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMPro.cginc", "HLSL", 0, 0, 0, 63, 0, 0, 2, 20, 85
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMPro_Mobile.cginc", "HLSL", 0, 0, 0, 122, 0, 0, 2, 34, 158
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMPro_Properties.cginc", "HLSL", 0, 0, 0, 62, 0, 0, 10, 14, 86
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Shaders\TMPro_Surface.cginc", "HLSL", 0, 0, 0, 76, 0, 0, 7, 19, 102
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Assets\TextMesh Pro\Sprites\EmojiOne.json", "JSON", 155, 0, 0, 0, 0, 0, 0, 2, 157
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Logs\AssetImportWorker0-prev.log", "Log", 0, 177, 0, 0, 0, 0, 0, 13, 190
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Logs\AssetImportWorker0.log", "Log", 0, 252, 0, 0, 0, 0, 0, 20, 272
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Logs\Packages-Update.log", "Log", 0, 43, 0, 0, 0, 0, 0, 4, 47
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Logs\shadercompiler-AssetImportWorker0.log", "Log", 0, 2, 0, 0, 0, 0, 0, 2, 4
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Logs\shadercompiler-UnityShaderCompiler.exe0.log", "Log", 0, 2, 0, 0, 0, 0, 0, 2, 4
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Packages\manifest.json", "JSON", 45, 0, 0, 0, 0, 0, 0, 1, 46
"c:\Users\wadan\Desktop\Man-Brother-s-Poker\Packages\packages-lock.json", "JSON", 351, 0, 0, 0, 0, 0, 0, 1, 352
"Total", "-", 551, 476, 1632, 323, 2011, 2086, 267, 1104, 8450
